央视频道,#genre#
CCTV5,http://ycsj.aguihome.com:4022/rtp/233.50.201.197:5140
CCTV5+,http://ycsj.aguihome.com:4022/rtp/233.50.201.220:5140
CCTV6,http://ycsj.aguihome.com:4022/rtp/233.50.201.198:5140
CCTV7,http://ycsj.aguihome.com:4022/rtp/233.50.201.120:5140
CCTV8,http://ycsj.aguihome.com:4022/rtp/233.50.201.199:5140
CCTV9,http://ycsj.aguihome.com:4022/rtp/233.50.201.121:5140
CCTV10,http://ycsj.aguihome.com:4022/rtp/233.50.201.122:5140
CCTV11,http://ycsj.aguihome.com:4022/rtp/233.50.200.132:5140
CCTV12,http://ycsj.aguihome.com:4022/rtp/233.50.201.123:5140
CCTV13,http://ycsj.aguihome.com:4022/rtp/233.50.201.246:5140
CCTV14,http://ycsj.aguihome.com:4022/rtp/233.50.201.124:5140
CCTV15,http://ycsj.aguihome.com:4022/rtp/233.50.200.133:5140
CCTV16,http://ycsj.aguihome.com:4022/rtp/233.50.200.112:5140
CCTV17,http://ycsj.aguihome.com:4022/rtp/233.50.200.113:5140

CCTV1,http://z.b.bkpcp.top/m.php?id=cctv1
CCTV2,http://z.b.bkpcp.top/m.php?id=cctv2
CCTV3,http://z.b.bkpcp.top/m.php?id=cctv3
CCTV4,http://z.b.bkpcp.top/m.php?id=cctv4
CCTV5,http://z.b.bkpcp.top/m.php?id=cctv5
CCTV5+,http://z.b.bkpcp.top/m.php?id=cctv5p
CCTV6,http://z.b.bkpcp.top/m.php?id=cctv6
CCTV7,http://z.b.bkpcp.top/m.php?id=cctv7
CCTV8,http://z.b.bkpcp.top/m.php?id=cctv8
CCTV9,http://z.b.bkpcp.top/m.php?id=cctv9
CCTV10,http://z.b.bkpcp.top/m.php?id=cctv10
CCTV11,http://z.b.bkpcp.top/m.php?id=cctv11
CCTV12,http://z.b.bkpcp.top/m.php?id=cctv12
CCTV13,http://z.b.bkpcp.top/m.php?id=cctv13
CCTV14,http://z.b.bkpcp.top/m.php?id=cctv14
CCTV15,http://z.b.bkpcp.top/m.php?id=cctv15
CCTV16,http://z.b.bkpcp.top/m.php?id=cctv16
CCTV17,http://z.b.bkpcp.top/m.php?id=cctv17

卫视频道,#genre#

浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8

安徽卫视,http://iptv.huuc.edu.cn/hls/ahhd.m3u8
辽宁卫视,http://iptv.huuc.edu.cn/hls/lnhd.m3u8
北京卫视,http://iptv.huuc.edu.cn/hls/btv1hd.m3u8
湖南卫视,http://iptv.huuc.edu.cn/hls/hunanhd.m3u8
浙江卫视,http://iptv.huuc.edu.cn/hls/zjhd.m3u8
江苏卫视,http://iptv.huuc.edu.cn/hls/jshd.m3u8
东方卫视,http://iptv.huuc.edu.cn/hls/dfhd.m3u8
天津卫视,http://iptv.huuc.edu.cn/hls/tjhd.m3u8
山东卫视,http://iptv.huuc.edu.cn/hls/sdhd.m3u8
湖北卫视,http://iptv.huuc.edu.cn/hls/hbhd.m3u8
深圳卫视,http://iptv.huuc.edu.cn/hls/szhd.m3u8
黑龙江卫视,http://iptv.huuc.edu.cn/hls/hljhd.m3u8
广东卫视,http://iptv.huuc.edu.cn/hls/gdhd.m3u8
重庆卫视,http://iptv.huuc.edu.cn/hls/cqhd.m3u8
上海纪实,http://iptv.huuc.edu.cn/hls/docuchina.m3u8
四川卫视,http://iptv.huuc.edu.cn/hls/schd.m3u8
东南卫视,http://iptv.huuc.edu.cn/hls/dnhd.m3u8
河北卫视,http://iptv.huuc.edu.cn/hls/hebhd.m3u8
江西卫视,http://iptv.huuc.edu.cn/hls/jxhd.m3u8

安徽卫视,http://121.17.146.54:50003/hls/46/index.m3u8
辽宁卫视,http://121.17.146.54:50003/hls/45/index.m3u8
河北卫视,http://121.17.146.54:50003/hls/22/index.m3u8
湖南卫视,http://121.17.146.54:50003/hls/35/index.m3u8
浙江卫视,http://121.17.146.54:50003/hls/36/index.m3u8
江苏卫视,http://121.17.146.54:50003/hls/37/index.m3u8
北京卫视,http://121.17.146.54:50003/hls/38/index.m3u8
东方卫视,http://121.17.146.54:50003/hls/39/index.m3u8
天津卫视,http://121.17.146.54:50003/hls/40/index.m3u8
深圳卫视,http://121.17.146.54:50003/hls/41/index.m3u8
山东卫视,http://121.17.146.54:50003/hls/42/index.m3u8
广东卫视,http://121.17.146.54:50003/hls/43/index.m3u8
黑龙江卫视,http://121.17.146.54:50003/hls/44/index.m3u8
湖北卫视,http://121.17.146.54:50003/hls/47/index.m3u8
四川卫视,http://121.17.146.54:50003/hls/48/index.m3u8
重庆卫视,http://121.17.146.54:50003/hls/49/index.m3u8
河南卫视,http://121.17.146.54:50003/hls/50/index.m3u8
贵州卫视,http://121.17.146.54:50003/hls/51/index.m3u8
江西卫视,http://121.17.146.54:50003/hls/52/index.m3u8
东南卫视,http://121.17.146.54:50003/hls/53/index.m3u8
吉林卫视,http://121.17.146.54:50003/hls/54/index.m3u8
云南卫视,http://121.17.146.54:50003/hls/55/index.m3u8
广西卫视,http://121.17.146.54:50003/hls/56/index.m3u8
陕西卫视,http://121.17.146.54:50003/hls/57/index.m3u8
山西卫视,http://121.17.146.54:50003/hls/58/index.m3u8
内蒙古卫视,http://121.17.146.54:50003/hls/59/index.m3u8
青海卫视,http://121.17.146.54:50003/hls/60/index.m3u8
青海卫视,http://121.17.146.54:50003/hls/61/index.m3u8
宁夏卫视,http://121.17.146.54:50003/hls/62/index.m3u8
西藏卫视,http://121.17.146.54:50003/hls/63/index.m3u8
新疆卫视,http://121.17.146.54:50003/hls/64/index.m3u8
甘肃卫视,http://121.17.146.54:50003/hls/65/index.m3u8

安徽卫视,http://114.246.201.137:7088/rtp/239.3.1.211:8064
辽宁卫视,http://114.246.201.137:7088/rtp/239.3.1.210:8056
北京卫视,http://114.246.201.137:7088/rtp/239.3.1.241:8000
湖南卫视,http://114.246.201.137:7088/rtp/239.3.1.132:8012
东方卫视,http://114.246.201.137:7088/rtp/239.3.1.136:8032
浙江卫视,http://114.246.201.137:7088/rtp/239.3.1.137:8036
江苏卫视,http://114.246.201.137:7088/rtp/239.3.1.135:8028
深圳卫视,http://114.246.201.137:7088/rtp/239.3.1.134:8020
广东卫视,http://114.246.201.137:7088/rtp/239.3.1.142:8048
天津卫视,http://114.246.201.137:7088/rtp/239.3.1.141:1234
重庆卫视,http://114.246.201.137:7088/rtp/239.3.1.122:8160
山东卫视,http://114.246.201.137:7088/rtp/239.3.1.209:8052
黑龙江卫视,http://114.246.201.137:7088/rtp/239.3.1.133:8016
河北卫视,http://114.246.201.137:7088/rtp/239.3.1.148:8072
湖北卫视,http://114.246.201.137:7088/rtp/239.3.1.138:8044
吉林卫视,http://114.246.201.137:7088/rtp/239.3.1.240:8172
贵州卫视,http://114.246.201.137:7088/rtp/239.3.1.149:8076
东南卫视,http://114.246.201.137:7088/rtp/239.3.1.156:8148
江西卫视,http://114.246.201.137:7088/rtp/239.3.1.123:8164
海南卫视,http://114.246.201.137:7088/rtp/239.3.1.45:8304
云南卫视,http://114.246.201.137:7088/rtp/239.3.1.26:8108
兵团卫视,http://114.246.201.137:7088/rtp/239.3.1.144:4120
厦门卫视,http://114.246.201.137:7088/rtp/239.3.1.143:4120
四川卫视,http://114.246.201.137:7088/rtp/239.3.1.29:8288
南方卫视,http://114.246.201.137:7088/rtp/239.3.1.161:8001
宁夏卫视,http://114.246.201.137:7088/rtp/239.3.1.46:8124
山西卫视,http://114.246.201.137:7088/rtp/239.3.1.42:8172
广西卫视,http://114.246.201.137:7088/rtp/239.3.1.39:8300
新疆卫视,http://114.246.201.137:7088/rtp/239.3.1.48:8160
河南卫视,http://114.246.201.137:7088/rtp/239.3.1.27:8128
甘肃卫视,http://114.246.201.137:7088/rtp/239.3.1.49:8188
西藏卫视,http://114.246.201.137:7088/rtp/239.3.1.47:8164
三沙卫视,http://114.246.201.137:7088/rtp/239.3.1.155:4120
陕西卫视,http://114.246.201.137:7088/rtp/239.3.1.41:8140
青海卫视,http://114.246.201.137:7088/rtp/239.3.1.44:8184
内蒙古卫视,http://114.246.201.137:7088/rtp/239.3.1.43:8176

安徽卫视,http://124.95.180.107:6718/1.v.smtcdns.net/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225590/index.m3u8
辽宁卫视,http://124.95.180.107:6718/1.v.smtcdns.net/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225593/index.m3u8
北京卫视,http://124.95.180.107:6718/1.v.smtcdns.net/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225502/index.m3u8
东方卫视,http://124.95.180.107:6718/1.v.smtcdns.net/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225503/index.m3u8
天津卫视,http://124.95.180.107:6718/1.v.smtcdns.net/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225588/index.m3u8
重庆卫视,http://124.95.180.107:6718/1.v.smtcdns.net/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225601/index.m3u8
黑龙江卫视,http://124.95.180.107:6718/1.v.smtcdns.net/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225594/index.m3u8
吉林卫视,http://124.95.180.107:6718/1.v.smtcdns.net/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225598/index.m3u8
河北卫视,http://124.95.180.107:6718/1.v.smtcdns.net/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226328/index.m3u8
河南卫视,http://124.95.180.107:6718/1.v.smtcdns.net/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226064/index.m3u8
山东卫视,http://124.95.180.107:6718/1.v.smtcdns.net/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226326/index.m3u8
湖南卫视,http://124.95.180.107:6718/1.v.smtcdns.net/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225506/index.m3u8
湖北卫视,http://124.95.180.107:6718/1.v.smtcdns.net/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226322/index.m3u8
广东卫视,http://124.95.180.107:6718/1.v.smtcdns.net/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225589/index.m3u8
深圳卫视,http://124.95.180.107:6718/1.v.smtcdns.net/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225592/index.m3u8
江苏卫视,http://124.95.180.107:6718/1.v.smtcdns.net/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225504/index.m3u8
江西卫视,http://124.95.180.107:6718/1.v.smtcdns.net/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225594/index.m3u8
四川卫视,http://124.95.180.107:6718/1.v.smtcdns.net/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225600/index.m3u8
陕西卫视,http://124.95.180.107:6718/1.v.smtcdns.net/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225498/index.m3u8

安徽卫视,http://113.64.146.94:2024/hls/66/index.m3u8
辽宁卫视,http://113.64.146.94:2024/hls/67/index.m3u8
北京卫视,http://113.64.146.94:2024/hls/60/index.m3u8
湖南卫视,http://113.64.146.94:2024/hls/56/index.m3u8
江苏卫视,http://113.64.146.94:2024/hls/59/index.m3u8
浙江卫视,http://113.64.146.94:2024/hls/57/index.m3u8
东方卫视,http://113.64.146.94:2024/hls/58/index.m3u8
天津卫视,http://113.64.146.94:2024/hls/69/index.m3u8
山东卫视,http://113.64.146.94:2024/hls/62/index.m3u8
湖北卫视,http://113.64.146.94:2024/hls/68/index.m3u8
黑龙江卫视,http://113.64.146.94:2024/hls/70/index.m3u8
重庆卫视,http://113.64.146.94:2024/hls/71/index.m3u8
贵州卫视,http://113.64.146.94:2024/hls/72/index.m3u8
河北卫视,http://113.64.146.94:2024/hls/73/index.m3u8
河南卫视,http://113.64.146.94:2024/hls/77/index.m3u8
广西卫视,http://113.64.146.94:2024/hls/80/index.m3u8
云南卫视,http://113.64.146.94:2024/hls/86/index.m3u8
海南卫视,http://113.64.146.94:2024/hls/87/index.m3u8
吉林卫视,http://113.64.146.94:2024/hls/89/index.m3u8
广东卫视,http://113.64.146.94:2024/hls/55/index.m3u8
江西卫视,http://113.64.146.94:2024/hls/61/index.m3u8
四川卫视,http://113.64.146.94:2024/hls/65/index.m3u8

安徽卫视,http://goo.bkpcp.top/mg/ahws
辽宁卫视,http://goo.bkpcp.top/mg/lnws
湖南卫视,http://goo.bkpcp.top/mg/hunws
天津卫视,http://goo.bkpcp.top/mg/tjws
山东卫视,http://goo.bkpcp.top/mg/sdws
黑龙江卫视,http://goo.bkpcp.top/mg/hljws
重庆卫视,http://goo.bkpcp.top/mg/cqws
广西卫视,http://goo.bkpcp.top/mg/gxws
东南卫视,http://goo.bkpcp.top/mg/dnws
吉林卫视,http://goo.bkpcp.top/mg/jlws
山西卫视,http://goo.bkpcp.top/mg/sxiws
四川卫视,http://goo.bkpcp.top/mg/scws
贵州卫视,http://goo.bkpcp.top/mg/gzws
内蒙古卫视,http://goo.bkpcp.top/mg/nmgws
西藏卫视,http://goo.bkpcp.top/mg/xzws
厦门卫视,http://goo.bkpcp.top/mg/xmws

北京卫视,http://goo.bkpcp.top/mg/bjws
大湾区卫视,http://goo.bkpcp.top/mg/dwqws
东方卫视,http://goo.bkpcp.top/mg/dfws
甘肃卫视,http://goo.bkpcp.top/mg/gsws
广东卫视,http://goo.bkpcp.top/mg/gdws
海南卫视,http://goo.bkpcp.top/mg/hinws
河北卫视,http://goo.bkpcp.top/mg/hbws
河南卫视,http://goo.bkpcp.top/mg/hnws
湖北卫视,http://goo.bkpcp.top/mg/hubws
江苏卫视,http://goo.bkpcp.top/mg/jsws
江西卫视,http://goo.bkpcp.top/mg/jxws
青海卫视,http://goo.bkpcp.top/mg/qhws
陕西卫视,http://goo.bkpcp.top/mg/sxws
深圳卫视,http://goo.bkpcp.top/mg/szws
新疆卫视,http://goo.bkpcp.top/mg/xjws
云南卫视,http://goo.bkpcp.top/mg/ynws
浙江卫视,http://goo.bkpcp.top/mg/zjws

山东卫视,http://106.111.244.182:60001/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0

安徽卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003873469.m3u8
辽宁卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003873468.m3u8
广东卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003873459.m3u8
浙江卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003873464.m3u8
湖南卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003873458.m3u8
北京卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003870776.m3u8
湖北卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003873465.m3u8
黑龙江卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003873470.m3u8
重庆卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000004796458.m3u8
东方卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003873462.m3u8
东南卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003873473.m3u8
贵州卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003873471.m3u8
江苏卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003873461.m3u8
江西卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000004796511.m3u8
山东卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003873467.m3u8
深圳卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003873474.m3u8
天津卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003873466.m3u8
河北卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003873460.m3u8

北京卫视,http://qtest-play.btime.cn/live/btv_sn_20170706_s41_20m.m3u8

江苏卫视,http://nctv.top/IDOEPpiryt/jstv5.php?id=jsws

湖南卫视,http://ycsj.aguihome.com:4022/rtp/233.50.201.103:5140
北京卫视,http://ycsj.aguihome.com:4022/rtp/233.50.201.107:5140
浙江卫视,http://ycsj.aguihome.com:4022/rtp/233.50.200.231:5140
东方卫视,http://ycsj.aguihome.com:4022/rtp/233.50.201.125:5140
江苏卫视,http://ycsj.aguihome.com:4022/rtp/233.50.201.106:5140
江西卫视,http://ycsj.aguihome.com:4022/rtp/233.50.201.145:5140
广东卫视,http://ycsj.aguihome.com:4022/rtp/233.50.200.187:5140
东南卫视,http://ycsj.aguihome.com:4022/rtp/233.50.201.146:5140
深圳卫视,http://ycsj.aguihome.com:4022/rtp/233.50.201.101:5140
四川卫视,http://ycsj.aguihome.com:4022/rtp/233.50.201.139:5140
天津卫视,http://ycsj.aguihome.com:4022/rtp/233.50.201.104:5140
安徽卫视,http://ycsj.aguihome.com:4022/rtp/233.50.201.113:5140
山东卫视,http://ycsj.aguihome.com:4022/rtp/233.50.201.105:5140
河北卫视,http://ycsj.aguihome.com:4022/rtp/233.50.201.140:5140
河南卫视,http://ycsj.aguihome.com:4022/rtp/233.50.201.144:5140
海南卫视,http://ycsj.aguihome.com:4022/rtp/233.50.200.165:5140
湖北卫视,http://ycsj.aguihome.com:4022/rtp/233.50.201.114:5140
云南卫视,http://ycsj.aguihome.com:4022/rtp/233.50.200.115:5140
吉林卫视,http://ycsj.aguihome.com:4022/rtp/233.50.202.42:5140
贵州卫视,http://ycsj.aguihome.com:4022/rtp/233.50.201.142:5140
辽宁卫视,http://ycsj.aguihome.com:4022/rtp/233.50.201.141:5140
重庆卫视,http://ycsj.aguihome.com:4022/rtp/233.50.201.143:5140
黑龙江卫视,http://ycsj.aguihome.com:4022/rtp/233.50.201.115:5140

北京卫视,http://z.b.bkpcp.top/m.php?id=bjws
大湾区卫视,http://z.b.bkpcp.top/m.php?id=dwqws
东方卫视,http://z.b.bkpcp.top/m.php?id=dfws
甘肃卫视,http://z.b.bkpcp.top/m.php?id=gsws
广东卫视,http://z.b.bkpcp.top/m.php?id=gdws
广西卫视,http://z.b.bkpcp.top/m.php?id=gxws
